genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comp_1,comp_2,n_ligand,class
Stat3,3.59430008374045e-23,0.8867873940030176,0.734,0.49,5.703435372879346e-19,IL27,p129,6,high (5-10)
Batf,4.462637033113089e-22,0.8802164235670045,0.676,0.458,7.081312444143852e-18,IL27,p129,6,high (5-10)
Cytip,7.93523608005998e-22,-0.7608031120379513,0.715,0.865,1.2591632611839179e-17,IL27,p129,12,very high (10+)
Lsp1,1.278818937971057e-21,-0.4361104387602597,0.939,0.981,2.0292298907724734e-17,IL27,p129,13,very high (10+)
Lad1,1.41478314099707e-21,-0.9631456374529556,0.598,0.769,2.2449778881341507e-17,IL27,p129,27,very high (10+)
H2-T23,3.572995982837117e-21,0.680988713405329,0.839,0.669,5.669630025565938e-17,IL27,p129,7,high (5-10)
Sla,6.530932255510152e-21,-0.7253542778166173,0.717,0.848,1.0363283303043508e-16,IL27,p129,4,moderate (1-5)
Ube2l6,2.3318925164263476e-20,3.764428929227026,0.1,0.01,3.700247045065328e-16,IL27,p129,3,moderate (1-5)
Adamts6,2.557282962312939e-20,-0.8636126181138892,0.579,0.757,4.057896604598171e-16,IL27,p129,6,high (5-10)
Nampt,4.0326853551380784e-20,0.7458617651534847,0.693,0.509,6.399065121533102e-16,IL27,p129,5,moderate (1-5)
Parp14,5.211171167949121e-20,1.4803679575472362,0.332,0.128,8.269086409301665e-16,IL27,p129,6,high (5-10)
Gbp10,1.136520365625535e-19,3.97312024352712,0.075,0.004,1.8034305161745986e-15,IL27,p129,3,moderate (1-5)
Ncl,2.2513863446726607e-19,0.2340268969568582,1,1,3.572499851726578e-15,IL27,p129,9,high (5-10)
Srm,3.3557655560381596e-19,0.38087540147162224,0.975,0.951,5.3249287843213514e-15,IL27,p129,4,moderate (1-5)
Tgtp1,6.774014337912849e-19,3.421788135374358,0.078,0.006,1.0749005951400107e-14,IL27,p129,2,moderate (1-5)
Hspd1,8.711757439897808e-19,0.2495459019884545,0.994,0.996,1.3823816705629842e-14,IL27,p129,14,very high (10+)
Notch1,1.1150756473317279e-18,0.7940579800456884,0.607,0.38,1.7694020371859858e-14,IL27,p129,3,moderate (1-5)
Erap1,1.5248982532435932e-18,0.7998937526824209,0.717,0.517,2.4197085482469335e-14,IL27,p129,6,high (5-10)
Eno3,2.0350219443520392e-18,-1.217196015539605,0.368,0.555,3.2291728212978155e-14,IL27,p129,15,very high (10+)
Slco3a1,2.2396063641639156e-18,0.9258419043667762,0.562,0.389,3.553807378655301e-14,IL27,p129,8,high (5-10)
Aebp2,5.4888206110520114e-18,0.5367384087169909,0.906,0.807,8.709660545617335e-14,IL27,p129,3,moderate (1-5)
Hsp90aa1,8.74839681486617e-18,0.20450640035499343,1,0.998,1.388195606582964e-13,IL27,p129,8,high (5-10)
St6galnac4,1.3558479165347511e-17,0.7667906987478385,0.715,0.507,2.151459473957343e-13,IL27,p129,4,moderate (1-5)
Mt1,1.469202192479915e-17,2.1540997678021125,0.155,0.041,2.331330039027129e-13,IL27,p129,2,moderate (1-5)
Zbp1,1.5082599408675495e-17,1.546906444243697,0.269,0.096,2.3933068741686274e-13,IL27,p129,7,high (5-10)
Psme2,2.5499884779608512e-17,0.3114649405811183,1,0.993,4.0463217168282794e-13,IL27,p129,18,very high (10+)
Npm1,4.192199236020467e-17,0.18172921866580616,1,1,6.652181747717278e-13,IL27,p129,9,high (5-10)
Slamf7,8.210961360660343e-17,1.0730547603121063,0.399,0.195,1.3029153487095833e-12,IL27,p129,5,moderate (1-5)
Gbp3,1.15600273834592e-16,2.18100059995726,0.191,0.05,1.8343451452073056e-12,IL27,p129,3,moderate (1-5)
Mt2,1.2170880371485958e-16,3.2908684623543016,0.094,0.013,1.9312752973473917e-12,IL27,p129,2,moderate (1-5)
Noc4l,2.4678063584798393e-16,0.5317363517477403,0.867,0.721,3.915915129635808e-12,IL27,p129,3,moderate (1-5)
Eif5a,3.803230406340167e-16,0.1965132765761037,1,1,6.034966008780577e-12,IL27,p129,2,moderate (1-5)
Myh9,3.9541236047687004e-16,-0.40970796709017554,0.975,0.987,6.274403336046974e-12,IL27,p129,6,high (5-10)
H2-Q4,6.175498689846801e-16,0.6108008859797435,0.778,0.584,9.7992813210489e-12,IL27,p129,5,moderate (1-5)
Bcl3,1.008216624843025e-15,1.222492429040274,0.18,0.062,1.599838140300912e-11,IL27,p129,4,moderate (1-5)
H2az2,1.2333369972242044e-15,-0.6158835397679676,0.801,0.857,1.9570591471953675e-11,IL27,p129,6,high (5-10)
Ubald2,1.5043218040737125e-15,0.5105795528589824,0.809,0.696,2.3870578387041668e-11,IL27,p129,5,moderate (1-5)
Ybx3,1.7101611260617985e-15,0.2856925190296091,0.981,0.965,2.713683674834862e-11,IL27,p129,8,high (5-10)
Tmem35a,1.7234041621785745e-15,3.994351744279304,0.066,0.004,2.7346977245449614e-11,IL27,p129,1,unique
Mdfic,2.371576669391857e-15,0.5325935228969327,0.881,0.748,3.763217858990999e-11,IL27,p129,3,moderate (1-5)
Katna1,4.0329459286301976e-15,0.8295034701896257,0.587,0.405,6.399478599550399e-11,IL27,p129,3,moderate (1-5)
Rpl34,6.131916262390274e-15,-0.163734671703752,1,1,9.730124725160887e-11,IL27,p129,2,moderate (1-5)
Gimap8,6.5642562463171506e-15,0.9225572031763498,0.355,0.175,1.0416161811656054e-10,IL27,p129,3,moderate (1-5)
Zap70,9.144417343844964e-15,-0.4554269083403004,0.845,0.893,1.4510361441213186e-10,IL27,p129,4,moderate (1-5)
Ifi211,1.1048294785565668e-14,2.0159683153915315,0.152,0.051,1.7531434165735602e-10,IL27,p129,5,moderate (1-5)
Icos,1.7453981373747243e-14,0.6347540734220718,0.712,0.536,2.7695977643862117e-10,IL27,p129,2,moderate (1-5)
Coro1a,2.2751770554877208e-14,-0.31390045404232936,0.994,0.994,3.610250951647915e-10,IL27,p129,10,high (5-10)
Cd3g,3.0189217282936226e-14,-0.4273515781515711,0.881,0.917,4.790424998456321e-10,IL27,p129,8,high (5-10)
Cnn3,3.2952029628945864e-14,0.9830351569411486,0.51,0.326,5.228828061521128e-10,IL27,p129,3,moderate (1-5)
Rmdn3,9.009508476057069e-14,0.6104473220590203,0.562,0.372,1.429628804980735e-9,IL27,p129,3,moderate (1-5)
Clic4,9.458364810088105e-14,0.717032487109472,0.579,0.377,1.5008533280647803e-9,IL27,p129,6,high (5-10)
Ran,1.4451318698075005e-13,0.1606557000037503,0.997,0.999,2.2931352510105413e-9,IL27,p129,2,moderate (1-5)
Itm2a,1.6117420949193162e-13,-0.4650220219622028,0.917,0.93,2.55751235621797e-9,IL27,p129,7,high (5-10)
Foxn3,1.6530462002702058e-13,-0.48747749523854034,0.814,0.878,2.623053710588762e-9,IL27,p129,5,moderate (1-5)
Pim1,2.4154579413483413e-13,0.4113033878074503,0.637,0.447,3.832848661331547e-9,IL27,p129,5,moderate (1-5)
Ldha,2.8489877629311794e-13,0.19652903048310663,1,0.999,4.520773782219195e-9,IL27,p129,5,moderate (1-5)
Pomp,3.75053304968201e-13,0.3041471195212022,0.989,0.969,5.951345843235412e-9,IL27,p129,4,moderate (1-5)
Cct3,3.8392296015384284e-13,0.24873324416435905,0.997,0.961,6.092089531721177e-9,IL27,p129,4,moderate (1-5)
Serbp1,5.478535710068143e-13,0.1872290777806569,1,0.999,8.69334046473613e-9,IL27,p129,2,moderate (1-5)
Gimap3,8.938600772713277e-13,0.7363114399187988,0.729,0.529,1.4183771706141429e-8,IL27,p129,5,moderate (1-5)
H2-K1,9.846688519728397e-13,0.2656391968877534,0.994,0.992,1.562472534310502e-8,IL27,p129,7,high (5-10)
Fnbp1,1.0184251110621425e-12,-0.4369887025824109,0.812,0.857,1.6160369662334077e-8,IL27,p129,3,moderate (1-5)
Tnfsf11,1.0915362701336673e-12,-0.9628386862498092,0.56,0.722,1.732049753448103e-8,IL27,p129,6,high (5-10)
Ifi27,1.1643022111010203e-12,1.2398841959582998,0.188,0.073,1.847514748575099e-8,IL27,p129,9,high (5-10)
Insl6,1.6650242206708357e-12,1.3751323931649546,0.244,0.106,2.6420604333604818e-8,IL27,p129,1,unique
Rgs10,2.0235512913468048e-12,-0.48749367148092937,0.712,0.825,3.2109711891091106e-8,IL27,p129,10,high (5-10)
Psma4,2.7201412561541338e-12,0.2650672026390448,0.989,0.977,4.3163201452653794e-8,IL27,p129,5,moderate (1-5)
Rps15a,3.6934286660231524e-12,-0.1791611550402532,1,1,5.8607326072455385e-8,IL27,p129,3,moderate (1-5)
Kpnb1,4.374173976924596e-12,0.3077214869059699,0.978,0.929,6.94093926658395e-8,IL27,p129,2,moderate (1-5)
Srsf2,4.624851635587575e-12,0.2507156270332178,0.989,0.991,7.338714575350365e-8,IL27,p129,3,moderate (1-5)
Ptprc,5.2240718604808184e-12,-0.23004408888502148,1,0.999,8.289557228210964e-8,IL27,p129,3,moderate (1-5)
Ptpn1,7.33906573593105e-12,0.49053348081328674,0.859,0.79,1.164562950977539e-7,IL27,p129,3,moderate (1-5)
Klf6,7.613507865289358e-12,0.8467238469763212,0.488,0.317,1.2081114280641154e-7,IL27,p129,4,moderate (1-5)
Nr4a1,7.910352643736254e-12,-0.9071619747651544,0.44,0.547,1.2552147575080689e-7,IL27,p129,5,moderate (1-5)
Psme1,8.103678468762019e-12,0.2598104088059565,0.992,0.989,1.2858916994231573e-7,IL27,p129,7,high (5-10)
Pfkp,1.0196783860390614e-11,0.6095189889244358,0.734,0.556,1.6180256629667826e-7,IL27,p129,4,moderate (1-5)
Cotl1,1.1594428488084689e-11,-0.3315003575557438,0.911,0.945,1.839803912489279e-7,IL27,p129,12,very high (10+)
Atxn1,1.566466314619144e-11,0.4026604191617156,0.895,0.83,2.4856687480376576e-7,IL27,p129,7,high (5-10)
Hspa5,2.161331812033311e-11,0.26814392544607424,0.986,0.982,3.429601319334459e-7,IL27,p129,7,high (5-10)
Hnrnpab,2.5020663880425517e-11,0.17206753916382225,0.997,0.998,3.970278944545921e-7,IL27,p129,5,moderate (1-5)
Txnrd1,2.5061330918922297e-11,0.3389837527243498,0.914,0.833,3.97673199021459e-7,IL27,p129,3,moderate (1-5)
Agfg1,2.5319837090864668e-11,0.4896301991025355,0.886,0.79,4.017751749578406e-7,IL27,p129,3,moderate (1-5)
Rel,2.5822124810006956e-11,-0.46932847445719983,0.823,0.864,4.097454764851904e-7,IL27,p129,3,moderate (1-5)
Limd2,4.809154346466618e-11,-0.34368358027092305,0.911,0.958,7.631166116973229e-7,IL27,p129,5,moderate (1-5)
Ptges3,5.989373887895629e-11,0.2157862768890877,0.983,0.986,9.503938485312784e-7,IL27,p129,3,moderate (1-5)
Mybbp1a,6.154667643295722e-11,0.23878570782528508,0.983,0.966,9.766226616381652e-7,IL27,p129,3,moderate (1-5)
Ccni,6.412227917656859e-11,-0.5497724649837891,0.618,0.714,1.0174923259737906e-6,IL27,p129,4,moderate (1-5)
Rsl24d1,6.582454979088629e-11,0.30527691353943964,0.931,0.842,1.0445039560817836e-6,IL27,p129,3,moderate (1-5)
H2-D1,7.116349726036955e-11,0.22553554800721945,0.997,0.987,1.129222374527544e-6,IL27,p129,6,high (5-10)
Snhg6,8.261736638286066e-11,0.3653879822277397,0.97,0.939,1.310972369763233e-6,IL27,p129,6,high (5-10)
Zc3h12d,9.146949674496116e-11,0.5313834059339579,0.762,0.586,1.451437974349044e-6,IL27,p129,2,moderate (1-5)
Pml,1.2375350561152104e-10,0.7934970491031179,0.537,0.358,1.9637206270436157e-6,IL27,p129,6,high (5-10)
Fyb,1.40499398207259e-10,-0.6234549159650716,0.56,0.675,2.229444450752786e-6,IL27,p129,2,moderate (1-5)
Psme2b,1.5462843680499091e-10,0.552753888557326,0.593,0.425,2.453644035221596e-6,IL27,p129,6,high (5-10)
Il2,1.833549371256637e-10,0.3211905272699487,0.717,0.571,2.9094761423100313e-6,IL27,p129,5,moderate (1-5)
Pkm,1.9716571476831342e-10,0.23178121756560752,1,0.998,3.128625561943598e-6,IL27,p129,5,moderate (1-5)
Aprt,2.5156362812862566e-10,0.2558388091383277,0.997,0.972,3.991811651145033e-6,IL27,p129,2,moderate (1-5)
Csrp1,2.734816154127171e-10,-0.6063644821324263,0.601,0.696,4.339606273368996e-6,IL27,p129,5,moderate (1-5)
Cd53,3.0794476278233416e-10,-0.4551521768608141,0.776,0.819,4.886467495830079e-6,IL27,p129,8,high (5-10)
Gfi1,3.2596473180829696e-10,1.3223945300485216,0.202,0.09,5.172408364334056e-6,IL27,p129,2,moderate (1-5)
Cd274,3.378737951972284e-10,0.2138232272428592,0.681,0.541,5.36138138218962e-6,IL27,p129,7,high (5-10)
Dkc1,3.5324828755000355e-10,0.21351558103892243,0.983,0.96,5.605343826843457e-6,IL27,p129,2,moderate (1-5)
Stk17b,3.693787080873528e-10,-0.469888886614729,0.662,0.734,5.861301339930114e-6,IL27,p129,2,moderate (1-5)
Actn1,3.8321590643909445e-10,-0.4187408758993839,0.773,0.834,6.080870003375551e-6,IL27,p129,11,very high (10+)
Nme1,4.581632742961583e-10,0.157506760871565,0.997,0.997,7.27013483653144e-6,IL27,p129,2,moderate (1-5)
Cdkn1a,4.6421373756895636e-10,0.5861907699985831,0.759,0.651,7.3661435877442e-6,IL27,p129,3,moderate (1-5)
Tapbp,4.824582750450716e-10,0.588060236877589,0.712,0.544,7.655647908415196e-6,IL27,p129,7,high (5-10)
Cct6a,6.152876653652612e-10,0.1998091359950589,0.992,0.984,9.763384674015966e-6,IL27,p129,5,moderate (1-5)
Trps1,6.401448017197833e-10,0.6697626371004362,0.582,0.416,1.015781771368952e-5,IL27,p129,1,unique
Hnrnpa1,6.581424192684272e-10,0.1798794792598124,0.997,0.999,1.0443403908951402e-5,IL27,p129,5,moderate (1-5)
Samhd1,6.824985392564173e-10,0.6026813151813467,0.745,0.601,1.0829886820920832e-5,IL27,p129,5,moderate (1-5)
Cnbp,7.494723825742522e-10,0.18503094404520892,0.997,0.994,1.1892627766688236e-5,IL27,p129,6,high (5-10)
Dusp5,8.015863306769118e-10,-0.6803280206834259,0.44,0.59,1.2719571895181236e-5,IL27,p129,8,high (5-10)
AW112010,8.476412400590482e-10,0.5896073296746888,0.69,0.54,1.3450371197256978e-5,IL27,p129,4,moderate (1-5)
Srsf3,8.692651693915635e-10,0.2071980864963088,1,0.992,1.3793499707905333e-5,IL27,p129,3,moderate (1-5)
Gimap9,8.8199531079135e-10,0.4823108913276427,0.748,0.608,1.3995501591637145e-5,IL27,p129,4,moderate (1-5)
Syngr2,9.202662933150091e-10,0.3268504644084623,0.903,0.816,1.4602785542322566e-5,IL27,p129,5,moderate (1-5)
Rps7,9.940220538030608e-10,-0.14600539425616432,1,1,1.577314194974697e-5,IL27,p129,2,moderate (1-5)
Eif1,1.022975096641737e-9,0.1677339118061627,1,0.999,1.6232568833511083e-5,IL27,p129,3,moderate (1-5)
Or2v1,1.0900386729053523e-9,1.4918768729162726,0.125,0.044,1.7296733661662135e-5,IL27,p129,3,moderate (1-5)
Aen,1.1656923253634924e-9,0.34275438662823055,0.809,0.69,1.8497205818867896e-5,IL27,p129,6,high (5-10)
Chst2,1.1762484379678507e-9,0.9057732802250648,0.288,0.159,1.8664710213673854e-5,IL27,p129,2,moderate (1-5)
Hspe1,1.2781027488761006e-9,0.20073520616687857,0.997,0.991,2.0280934419165967e-5,IL27,p129,1,unique
Tomm5,1.368302437604868e-9,0.2302439074368694,0.992,0.966,2.1712223079914043e-5,IL27,p129,2,moderate (1-5)
Rcsd1,1.502332383170493e-9,-0.831534356260542,0.31,0.449,2.3839010256149388e-5,IL27,p129,2,moderate (1-5)
Tes,1.596077514687728e-9,-0.39205330314342246,0.762,0.786,2.5326558003064868e-5,IL27,p129,5,moderate (1-5)
Ksr1,1.7689796141661443e-9,0.5562820985117392,0.352,0.231,2.8070168517588376e-5,IL27,p129,2,moderate (1-5)
Ipo4,1.962269412889703e-9,0.44375245053884393,0.521,0.373,3.113729104373381e-5,IL27,p129,2,moderate (1-5)
Adam10,2.148847756410324e-9,-0.3795377096699965,0.704,0.731,3.4097916198719027e-5,IL27,p129,4,moderate (1-5)
Chchd4,2.174020064614142e-9,0.24734627174502116,0.814,0.682,3.4497350385297205e-5,IL27,p129,2,moderate (1-5)
Rsl1d1,2.3097655371357833e-9,0.21848730250140136,0.992,0.976,3.6651359543270616e-5,IL27,p129,2,moderate (1-5)
Zfas1,2.5511379963796055e-9,0.36910745932083655,0.97,0.968,4.048145772655158e-5,IL27,p129,4,moderate (1-5)
Cd3d,2.6056748480756678e-9,-0.26988682772007366,0.981,0.986,4.1346848489264696e-5,IL27,p129,8,high (5-10)
Lgals3bp,2.652904851663157e-9,0.9884929108572263,0.241,0.12,4.209629418619098e-5,IL27,p129,5,moderate (1-5)
Irag2,2.684168491581153e-9,-0.3707291855142347,0.853,0.899,4.2592385624409746e-5,IL27,p129,10,high (5-10)
Tomm20,2.7773966956442887e-9,0.2117016042814086,0.992,0.983,4.407173076648357e-5,IL27,p129,3,moderate (1-5)
Spry1,2.7997958888405193e-9,-0.6346531501871677,0.479,0.609,4.442716116412137e-5,IL27,p129,3,moderate (1-5)
Fam107b,3.046522230146209e-9,-0.5274405885113034,0.524,0.627,4.834221474796005e-5,IL27,p129,1,unique
Egr2,3.241096904983907e-9,0.9176434083321467,0.213,0.11,5.142972568828464e-5,IL27,p129,5,moderate (1-5)
Ube2b,3.497884158725999e-9,-0.3353555675707658,0.834,0.877,5.550442583066415e-5,IL27,p129,2,moderate (1-5)
Fas,3.7139043343278547e-9,0.6140541927653427,0.446,0.293,5.8932233977114414e-5,IL27,p129,2,moderate (1-5)
Ipcef1,3.898181605796962e-9,-0.8174268611337931,0.296,0.401,6.18563457207862e-5,IL27,p129,3,moderate (1-5)
Pdss2,3.9496080289822925e-9,0.15412809501504854,0.596,0.479,6.267238020389102e-5,IL27,p129,1,unique
Prmt1,3.955809191392418e-9,0.2335250200054753,0.992,0.979,6.277078024901488e-5,IL27,p129,7,high (5-10)
Arhgef6,4.101691159723759e-9,-0.5581991454788651,0.537,0.623,6.50856353224966e-5,IL27,p129,4,moderate (1-5)
B4galnt1,4.187408635468576e-9,-0.384627398084584,0.784,0.831,6.644580022761536e-5,IL27,p129,4,moderate (1-5)
Dbnl,4.267682256773191e-9,0.41820373220953255,0.845,0.744,6.7719582050477e-5,IL27,p129,5,moderate (1-5)
Il2rb,5.436410888022439e-9,0.5813412660603536,0.56,0.398,8.626496797114006e-5,IL27,p129,3,moderate (1-5)
Psmb10,5.528884071027766e-9,0.5100751584550263,0.657,0.526,8.773233243906859e-5,IL27,p129,5,moderate (1-5)
Lap3,5.618683803408922e-9,0.3384322691343904,0.792,0.658,8.915727459249277e-5,IL27,p129,2,moderate (1-5)
Mif,5.762526119748324e-9,0.13491425905238952,1,0.999,9.14397644681664e-5,IL27,p129,4,moderate (1-5)
Ddx39a,6.368140236919802e-9,0.25217211675590745,0.97,0.944,1.0104964927944344e-4,IL27,p129,2,moderate (1-5)
Psmg4,7.20959871470254e-9,0.3200377546482533,0.834,0.704,1.1440191240489992e-4,IL27,p129,1,unique
Psmd7,8.736136396367079e-9,0.2256934217673887,0.972,0.958,1.3862501233755282e-4,IL27,p129,2,moderate (1-5)
Pithd1,8.805931558773658e-9,0.4092370286640203,0.662,0.511,1.3973252197462042e-4,IL27,p129,2,moderate (1-5)
Gbp8,8.966941521699551e-9,1.6787449974427098,0.125,0.038,1.4228742806632845e-4,IL27,p129,4,moderate (1-5)
Ly75,9.148391553674472e-9,0.6769814131773738,0.512,0.367,1.4516667717370653e-4,IL27,p129,3,moderate (1-5)
Sh2d1a,9.952479079114652e-9,0.3308217080983893,0.668,0.542,1.579259380273913e-4,IL27,p129,2,moderate (1-5)
Wars1,1.016710096731294e-8,0.5197746350172123,0.501,0.357,1.6133155814932175e-4,IL27,p129,1,unique
Tbc1d4,1.02771913893219e-8,-0.681784595764491,0.449,0.566,1.6307847296575989e-4,IL27,p129,4,moderate (1-5)
Thy1,1.0669547215221568e-8,-0.6073736671968946,0.584,0.665,1.6930437521113585e-4,IL27,p129,3,moderate (1-5)
Snhg12,1.1248689959483449e-8,0.33961159415540737,0.82,0.702,1.7849421227708335e-4,IL27,p129,2,moderate (1-5)
Atf6,1.1384031945870816e-8,0.6671781422186882,0.488,0.368,1.806418189170781e-4,IL27,p129,2,moderate (1-5)
Bcl11b,1.1732388805149746e-8,0.462577653326002,0.734,0.606,1.8616954556011615e-4,IL27,p129,4,moderate (1-5)
Polr2c,1.2128390265922486e-8,0.19729506707573724,0.917,0.824,1.92453296739658e-4,IL27,p129,1,unique
Cdv3,1.25198955257097e-8,0.2552722068245765,0.964,0.932,1.986657022019615e-4,IL27,p129,4,moderate (1-5)
Pa2g4,1.3249090145463692e-8,0.1759050347955431,0.997,0.996,2.1023656242821783e-4,IL27,p129,5,moderate (1-5)
Smim36,1.327630027027256e-8,-0.6636402415415148,0.418,0.506,2.10668332688685e-4,IL27,p129,6,high (5-10)
C1qbp,1.3276839451164468e-8,0.1920218204267128,0.994,0.973,2.1067688841107775e-4,IL27,p129,3,moderate (1-5)
Nap1l1,1.4216942587565749e-8,0.13305670924078816,1,0.999,2.2559444497949327e-4,IL27,p129,1,unique
Npm3,1.4511330594905409e-8,0.21220604186046432,0.975,0.959,2.30265793879959e-4,IL27,p129,2,moderate (1-5)
Set,1.4545145019599241e-8,0.13905816291111028,0.997,0.999,2.3080236117100072e-4,IL27,p129,5,moderate (1-5)
Slfn10-ps,1.5153707066159782e-8,0.7644056567771198,0.235,0.133,2.4045902372582336e-4,IL27,p129,3,moderate (1-5)
Itm2b,1.7295978666276435e-8,-0.270104567267915,0.864,0.856,2.744525894764745e-4,IL27,p129,2,moderate (1-5)
Atp1b1,1.8369934134862485e-8,-0.9754969235585532,0.191,0.275,2.914941148519979e-4,IL27,p129,1,unique
Il15ra,1.9567379730666864e-8,0.5101717769370762,0.305,0.193,3.104951815662218e-4,IL27,p129,2,moderate (1-5)
Id2,1.9760191935178843e-8,0.750727129067934,0.302,0.189,3.135547256274178e-4,IL27,p129,4,moderate (1-5)
Tmsb4x,2.061250621969582e-8,-0.17155988101124908,1,1,3.270792486941333e-4,IL27,p129,7,high (5-10)
2610204G07Rik,2.113213780951674e-8,-1.318359433161119,0.116,0.227,3.353247627614116e-4,IL27,p129,4,moderate (1-5)
Taf1d,2.5142950149858124e-8,0.24710529794232008,0.934,0.892,3.989683329779487e-4,IL27,p129,2,moderate (1-5)
Rpl17,2.6118691709528813e-8,-0.12414322012915856,1,1,4.144514000468032e-4,IL27,p129,2,moderate (1-5)
Etfb,2.6930215538837537e-8,-0.3274865145376764,0.845,0.884,4.27328660170274e-4,IL27,p129,5,moderate (1-5)
Surf2,3.055545053088649e-8,0.3047686329861922,0.69,0.553,4.8485388902410687e-4,IL27,p129,2,moderate (1-5)
Cd52,3.4901848107376807e-8,-0.1966502285614946,1,0.998,5.538225257678552e-4,IL27,p129,17,very high (10+)
Gramd1b,3.7264544553465625e-8,-0.35756307800212395,0.867,0.874,5.913137929743925e-4,IL27,p129,3,moderate (1-5)
Timm13,4.1373851259335984e-8,0.209041695210046,0.989,0.965,6.565202717831433e-4,IL27,p129,3,moderate (1-5)
Dtx3l,4.1800724857246824e-8,0.9676889778249946,0.18,0.087,6.632939020347925e-4,IL27,p129,3,moderate (1-5)
Il12rb2,4.4372419667317695e-8,2.083644541409223,0.094,0.026,7.041015552809972e-4,IL27,p129,2,moderate (1-5)
Tnfrsf18,4.5014188598799476e-8,-0.3190961626398505,0.931,0.947,7.1428514468575e-4,IL27,p129,3,moderate (1-5)
Ubash3b,4.51382974892627e-8,-0.5205697120431799,0.573,0.693,7.162545045596204e-4,IL27,p129,5,moderate (1-5)
Stap1,4.76589829386696e-8,-0.654072336872394,0.435,0.567,7.562527412708093e-4,IL27,p129,2,moderate (1-5)
Nop58,4.83659380789993e-8,0.17726294928444108,0.986,0.976,7.674707054375608e-4,IL27,p129,2,moderate (1-5)
Ostf1,4.9006758157060686e-8,-0.3362285544788786,0.651,0.67,7.77639238436239e-4,IL27,p129,1,unique
Pum3,5.0579165776311766e-8,0.3058173195653241,0.903,0.804,8.02590202538515e-4,IL27,p129,2,moderate (1-5)
Pou2f2,5.3096514695830425e-8,-0.39141177490198154,0.659,0.711,8.425354951934371e-4,IL27,p129,4,moderate (1-5)
Ankrd44,5.5478365479436645e-8,-0.3438650642315102,0.67,0.696,8.803307034277006e-4,IL27,p129,4,moderate (1-5)
